Product Name,Category,List_Price,Special_price,Description,Rating,Img_url,Product_url
Leckey Bath Chair for Postural Support with Height Adjustable Legs by Sunrise Medical,Bath Chairs,"$1,165.48",$876.30,"Improve patient hygiene by using comfortable furniture designed for the shower and bath. The Advance Bath Chair Packages Leckey by Sunrise Medical takes the classic beach-lounger style and converts it into a secure patient-care seat for bathing. 

Using breathable nylon upholstery from top to bottom, the user can enjoy a more comfortable seat. The mesh-style fabric helps water run through, preventing buildup from occurring on the surface. 

Adjustable mechanisms move the chair from an upright to a horizontal position, giving the patient and caretaker more options when washing from head to toe. The chair also comes in several sizes, with an option available for most children and some adults.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/leckeybath_blue_main-removebg-preview.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/leckey-advance-bath-chair-packages-sunrise-medical-53030.html
PVC Tub Bather System with Non-Slip Rubber Tips,Bath Chairs,$648.73,$453.66,"The Tub Bather System is a bath chair with a healthcare-grade PVC frame and seat, reinforced at all stress points. White only. To ensure the best fit, put the Tub Bather System inside the tub and adjust the legs to the proper height. The included safety belt helps prevent falls and improve user security, and the zinc swivel unit is rustproof. This product is shipped fully assembled by UPS, and may require up to 5-6 days' lead time from the manufacturer.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/mjmtb.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/tub-bather-system-21078.html
Ultima Access Bath Chair,Bath Chairs,"$1,332.00","$1,001.50","The Ultima Access Bath Chair provides you with a comfortable bathing solution with multi-functionality. Additionally, this bath chair's backrest and leg rest are angle adjustable, and the seat's height can be adjusted for even further accommodation. Its open seat design allows for better personal care with easier access. For ease of mind and cleanliness, the mesh of the Ultima Access Bath Chair consist of the ComfortMesh covering that is bacteria and fungi resistant.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/45-1.png&quality=80&newwidth=540,https://www.rehabmart.com/product/ultima-access-bath-chair-46397.html
Ultima Access Bath Transfer and Commode System,Pediatric Bath Transfer Benches,"$1,701.42","$1,279.26","Ultima Access Bath Transfer and Commode System is an excellent assistive device for both caregivers and patients. It is designed, first and foremost, for individuals with physical disabilities, neuromuscular diseases, and other impairments that make traditional bathing too difficult or dangerous. Equipped with a waterproof mesh seat and safety-oriented slide frame, the Ultima Access Bath Transfer and Commode System enables caregivers to transport their patients safely and comfortably into either a shower or bathtub. When not in use this convenient bath chair system folds for easy storage.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/404.png&quality=80&newwidth=540,https://www.rehabmart.com/product/elite-bath-shower-transfer-system-16262.html
Replacement Casters for Contour Bath Chair Detachable Rolling Shower Base,Bath Chairs,$308.34,$215.62,"These are replacement casters for the Contour Bath Chair Detachable Rolling Shower Base, an optional add-on for the Contour Bath Chair.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/46~1.png&newwidth=540&quality=80,https://www.rehabmart.com/product/replacement-casters-for-contour-bath-chair-detachable-rolling-shower-base-46408.html
Accessories for Starfish Bath Chair,Bath Chairs,$103.13,$66.97,"These optional accessories offer the user increased support and comfort. Made from the same soft, mesh fabric as the Starfish seat, they quickly and easily attach with hook and loop closures. Foam headrest cradles the child's head while still giving the caregiver access for cleaning. Available in Ocean Blue.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/9215242102_md_1.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/starfish-bath-chair-accessories-37406.html
Replacement Mesh Cover and Belts for Contour Supreme Reclining Bath Chairs,Bath Chairs,$358.06,$250.39,"Each mesh covering and belt size corresponds with the chair size of the Contour Supreme Reclining Bath Chair. They are designed to fit and cover it so the user can comfortably bath without water pooling around their seat. Choose the size that fits your bath chair, and choose which mesh color you prefer.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/44~2.png&quality=80&newwidth=540,https://www.rehabmart.com/product/replacement-mesh-cover-and-belts-for-contour-supreme-reclining-bath-chairs-46139.html
Replacement Belts for 191 Reclining Bath Chairs,Bath Chairs,$130.98,$85.05,"Replacement Belts for 191 Reclining Bath Chairs are optional accessories for 191-series PVC-framed bath chairs by MJM. Three sizes are available; small, medium and large.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/D191-M-A-SLIDE(2).jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/replacement-belts-for-191-reclining-bath-chairs-22788.html
No-Rust Mobile Bath Gurney Caster Wheel Set for IPU Bath Gurney,Bath Chairs,$392.13,$274.22,"No-Rust Casters for IPU Bath Gurney, Model BG2000, 5 inch, no rust.  Works on models USG1200 and TSG700. Four locking and 2 nonlocking.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/img-resize_(4)~29.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/norust-casters-16900.html
Invacare Overbed Table with Spring-Loaded Handle,Overbed Tables,$237.72,$166.24,"The Invacare Overbed Table with Auto Touch Handle provides a height-adjustable platform with a sleek and functional design.

Equipped with a substantial walnut wood-grain laminate top, this device is both stylish and resistant to wear and tear. Molded edges add extra protection against damage, thereby ensuring long use. The base construction of the device is made of steel to provide durability, yet lightweight for easy handling. This is further backed by its adjustable height range of 28 in., up to 40 in. With the table's easy-rolling casters, one can move it around and position it accordingly. Compact and efficient, this is an ideal choice for those in search of a reliable overbed table with multiple functions.",4 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/6417_400x400.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/overbed-table-394.html
Invacare Bedside Tilt-Top Table,Overbed Tables,$193.08,$135.02,"The Bedside Tilt-Top Table from Invacare combines convenience and durability, making it a versatile addition to your space.

The table's surface can tilt in three positions in either direction, easily controlled with a release lever for smooth adjustments. A gentle upward or downward touch locks or unlocks the table securely in place. Designed with a welded steel base, it provides reliable long-term use. The table's height adjusts from 28 to 40 in., catering to various needs and preferences. Compactly designed with a 30-in. length and 15-in. width, it balances functionality with ease of use. The Bedside Tilt-Top Table also offers 25 lbs. of weight capacity for added versatility.",5 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/img-resize_(9)~9.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/bedside-tilt-top-table-by-invacare-54.html
Drive Medical Low Height Hospital Bed Overbed Table/Tray,Overbed Tables,$253.65,$177.38,"The Drive Medical Low Height Hospital Bed Overbed Table/Tray combines functionality and durability, fitting for those places with low clearances.

Its tabletop easily adjusts from 19.5 up to 27.5 in., allowing for versatility in many applications. The sturdy walnut woodgrain melamine surface provides an attractive and long-lasting finish that can take everyday wear and tear. Chrome-finish reinforcement to the steel frame provides added strength and aesthetic appeal. Equipped with swivel casters, the table glides with ease to ensure smooth, effortless positioning and movement. It is designed to handle up to 100 lbs. in weight for reliable support through a wide range of uses.",4 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/328.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/low-bed-overbed-table-21409.html
Drive Medical Deluxe Tilt-Top Overbed Table,Overbed Tables,$195.74,$136.88,"The Drive Medical Deluxe Tilt-Top Overbed Table is a versatile and practical addition to any space. Featuring a walnut wood grain laminate top, it can be tilted up to 33 degrees in either direction, providing flexibility for various tasks.

The table's height adjusts from 29.5 in. to 46 in., ensuring the perfect fit for your needs. With a chrome-plated steel ""H"" base, this table offers stability and security while the swivel casters allow for effortless mobility. The tabletop locks into place when the height adjustment handle is released, ensuring secure positioning. Perfect for use in any setting requiring a functional, mobile work surface.",3 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/324.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/deluxe-tilttop-overbed-table-11043.html
